"Begin Time","SERVER","DISTRICT","GROUP","SYSTEM","CELL","CARRIER","BS","Handover  Success Rate (%)-20274","Number  of Attempted handover-20275","Number  of Successful handover-20276"
"2016-09-25","[100001]CNO2","[2]CTG","-","[4484]CT24004","0","0","0","99.19","246","244"
"2016-09-25","[100001]CNO2","[2]CTG","-","[4484]CT24004","1","0","1","99.20","125","124"
"2016-09-25","[100001]CNO2","[2]CTG","-","[4484]CT24004","2","0","2","100.00","0","0"
"2016-09-25","[100001]CNO2","[2]CTG","-","[4486]CT24010","0","0","0","100.00","115","115"
"2016-09-25","[100001]CNO2","[2]CTG","-","[4486]CT24010","1","0","1","100.00","0","0"
"2016-09-25","[100001]CNO2","[2]CTG","-","[4486]CT24010","2","0","2","100.00","0","0"
"2016-09-25","[100001]CNO2","[2]CTG","-","[4487]CT24009","0","0","0","98.01","151","148"
"2016-09-25","[100001]CNO2","[2]CTG","-","[4487]CT24009","1","0","1","99.27","411","408"
"2016-09-25","[100001]CNO2","[2]CTG","-","[4487]CT24009","2","0","2","99.44","355","353"
"2016-09-25","[100001]CNO2","[2]CTG","-","[4489]CT24008","0","0","0","87.88","33","29"
"2016-09-25","[100001]CNO2","[2]CTG","-","[4489]CT24008","1","0","1","100.00","0","0"
"2016-09-25","[100001]CNO2","[2]CTG","-","[4489]CT24008","2","0","2","99.02","307","304"
"2016-09-25","[100001]CNO2","[2]CTG","-","[4491]CT24007","0","0","0","100.00","90","90"
"2016-09-25","[100001]CNO2","[2]CTG","-","[4491]CT24007","1","0","1","94.54","238","225"
"2016-09-25","[100001]CNO2","[2]CTG","-","[4491]CT24007","2","0","2","98.51","335","330"
"2016-09-25","[100001]CNO2","[2]CTG","-","[4492]CT24003","0","0","0","78.57","14","11"
"2016-09-25","[100001]CNO2","[2]CTG","-","[4492]CT24003","1","0","1","100.00","54","54"
"2016-09-25","[100001]CNO2","[2]CTG","-","[4492]CT24003","2","0","2","95.20","125","119"
"2016-09-25","[100001]CNO2","[2]CTG","-","[4493]CT24012","0","0","0","100.00","0","0"
"2016-09-25","[100001]CNO2","[2]CTG","-","[4493]CT24012","1","0","1","92.78","97","90"
"2016-09-25","[100001]CNO2","[2]CTG","-","[4493]CT24012","2","0","2","91.48","176","161"
"2016-09-25","[100001]CNO2","[2]CTG","-","[4494]CT24013","0","0","0","99.35","154","153"
"2016-09-25","[100001]CNO2","[2]CTG","-","[4494]CT24013","1","0","1","97.71","218","213"
"2016-09-25","[100001]CNO2","[2]CTG","-","[4494]CT24013","2","0","2","95.16","186","177"
"2016-09-25","[100001]CNO2","[2]CTG","-","[4495]CT24005","0","0","0","100.00","114","114"
"2016-09-25","[100001]CNO2","[2]CTG","-","[4495]CT24005","1","0","1","100.00","57","57"
"2016-09-25","[100001]CNO2","[2]CTG","-","[4495]CT24005","2","0","2","100.00","0","0"
"2016-09-25","[100001]CNO2","[2]CTG","-","[4496]CT24002","0","0","0","100.00","76","76"
"2016-09-25","[100001]CNO2","[2]CTG","-","[4496]CT24002","1","0","1","100.00","74","74"
"2016-09-25","[100001]CNO2","[2]CTG","-","[4496]CT24002","2","0","2","1.33","2259","30"
"2016-09-25","[100001]CNO2","[2]CTG","-","[4497]CT24018","0","0","0","100.00","1443","1443"
"2016-09-25","[100001]CNO2","[2]CTG","-","[4497]CT24018","1","0","1","98.21","168","165"
"2016-09-25","[100001]CNO2","[2]CTG","-","[4497]CT24018","2","0","2","97.76","134","131"
"2016-09-25","[100001]CNO2","[2]CTG","-","[4499]CT24060","0","0","0","95.95","74","71"
"2016-09-25","[100001]CNO2","[2]CTG","-","[4499]CT24060","1","0","1","99.07","107","106"
"2016-09-25","[100001]CNO2","[2]CTG","-","[4499]CT24060","2","0","2","100.00","32","32"
"2016-09-25","[100001]CNO2","[2]CTG","-","[4500]CT24151","0","0","0","95.00","40","38"
"2016-09-25","[100001]CNO2","[2]CTG","-","[4500]CT24151","1","0","1","50.00","56","28"
"2016-09-25","[100001]CNO2","[2]CTG","-","[4500]CT24151","2","0","2","100.00","13","13"
"2016-09-25","[100001]CNO2","[2]CTG","-","[6021]CT24011","0","0","0","100.00","704","704"
"2016-09-25","[100001]CNO2","[2]CTG","-","[6021]CT24011","1","0","1","100.00","257","257"
"2016-09-25","[100001]CNO2","[2]CTG","-","[6021]CT24011","2","0","2","100.00","534","534"
"2016-09-25","[100001]CNO2","[2]CTG","-","[6022]CT24001","0","0","0","100.00","0","0"
"2016-09-25","[100001]CNO2","[2]CTG","-","[6022]CT24001","1","0","1","100.00","0","0"
"2016-09-25","[100001]CNO2","[2]CTG","-","[6022]CT24001","2","0","2","100.00","0","0"
"2016-09-25","[100001]CNO2","[2]CTG","-","[6023]CT24019","0","0","0","100.00","40","40"
"2016-09-25","[100001]CNO2","[2]CTG","-","[6023]CT24019","1","0","1","100.00","370","370"
"2016-09-25","[100001]CNO2","[2]CTG","-","[6023]CT24019","2","0","2","100.00","99","99"
"2016-09-25","[100001]CNO2","[2]CTG","-","[6024]CT24017","0","0","0","100.00","274","274"
"2016-09-25","[100001]CNO2","[2]CTG","-","[6024]CT24017","1","0","1","100.00","1941","1941"
"2016-09-25","[100001]CNO2","[2]CTG","-","[6024]CT24017","2","0","2","100.00","770","770"
"2016-09-25","[100001]CNO2","[2]CTG","-","[7100]CT24026","0","0","0","100.00","181","181"
"2016-09-25","[100001]CNO2","[2]CTG","-","[7100]CT24026","1","0","1","100.00","43","43"
"2016-09-25","[100001]CNO2","[2]CTG","-","[7100]CT24026","2","0","2","100.00","36","36"
"2016-09-25","[100001]CNO2","[2]CTG","-","[7101]CT24081","0","0","0","100.00","16","16"
"2016-09-25","[100001]CNO2","[2]CTG","-","[7101]CT24081","1","0","1","100.00","36","36"
"2016-09-25","[100001]CNO2","[2]CTG","-","[7101]CT24081","2","0","2","100.00","67","67"
"2016-09-25","[100001]CNO2","[2]CTG","-","[7107]CT24173","0","0","0","100.00","17","17"
"2016-09-25","[100001]CNO2","[2]CTG","-","[7107]CT24173","1","0","1","100.00","0","0"
"2016-09-25","[100001]CNO2","[2]CTG","-","[7107]CT24173","2","0","2","100.00","105","105"
"2016-09-25","[100001]CNO2","[3]SL","-","[2143]SL78002","0","0","0","93.24","74","69"
"2016-09-25","[100001]CNO2","[3]SL","-","[2143]SL78002","1","0","1","98.36","304","299"
"2016-09-25","[100001]CNO2","[3]SL","-","[2143]SL78002","2","0","2","97.61","543","530"
"2016-09-25","[100001]CNO2","[3]SL","-","[2144]SL78003","0","0","0","98.48","789","777"
"2016-09-25","[100001]CNO2","[3]SL","-","[2144]SL78003","1","0","1","96.99","564","547"
"2016-09-25","[100001]CNO2","[3]SL","-","[2144]SL78003","2","0","2","97.22","108","105"
"2016-09-25","[100001]CNO2","[3]SL","-","[2145]SL78004","0","0","0","99.36","627","623"
"2016-09-25","[100001]CNO2","[3]SL","-","[2145]SL78004","1","0","1","98.60","358","353"
"2016-09-25","[100001]CNO2","[3]SL","-","[2145]SL78004","2","0","2","95.33","107","102"
"2016-09-25","[100001]CNO2","[3]SL","-","[2146]SL78005","0","0","0","99.08","542","537"
"2016-09-25","[100001]CNO2","[3]SL","-","[2146]SL78005","1","0","1","99.24","1054","1046"
"2016-09-25","[100001]CNO2","[3]SL","-","[2146]SL78005","2","0","2","97.13","593","576"
"2016-09-25","[100001]CNO2","[3]SL","-","[2147]SL78008","0","0","0","96.48","682","658"
"2016-09-25","[100001]CNO2","[3]SL","-","[2147]SL78008","1","0","1","96.41","195","188"
"2016-09-25","[100001]CNO2","[3]SL","-","[2147]SL78008","2","0","2","91.74","363","333"
"2016-09-25","[100001]CNO2","[3]SL","-","[2148]SL78055","1","0","1","58.73","126","74"
"2016-09-25","[100001]CNO2","[3]SL","-","[2148]SL78055","2","0","2","100.00","11","11"
"2016-09-25","[100001]CNO2","[3]SL","-","[2149]SL78057","0","0","0","100.00","21","21"
"2016-09-25","[100001]CNO2","[3]SL","-","[2149]SL78057","1","0","1","83.52","91","76"
"2016-09-25","[100001]CNO2","[3]SL","-","[2149]SL78057","2","0","2","100.00","0","0"
"2016-09-25","[100001]CNO2","[3]SL","-","[2189]SL78001","0","0","0","95.57","1039","993"
"2016-09-25","[100001]CNO2","[3]SL","-","[2189]SL78001","1","0","1","98.25","456","448"
"2016-09-25","[100001]CNO2","[3]SL","-","[2189]SL78001","2","0","2","91.37","1031","942"
"2016-09-25","[100001]CNO2","[3]SL","-","[2190]SL78009","0","0","0","100.00","127","127"
"2016-09-25","[100001]CNO2","[3]SL","-","[2190]SL78009","1","0","1","98.16","217","213"
"2016-09-25","[100001]CNO2","[3]SL","-","[2190]SL78009","2","0","2","94.86","370","351"
"2016-09-25","[100001]CNO2","[3]SL","-","[2191]SL78011","0","0","0","95.19","104","99"
"2016-09-25","[100001]CNO2","[3]SL","-","[2191]SL78011","1","0","1","91.18","102","93"
"2016-09-25","[100001]CNO2","[3]SL","-","[2191]SL78011","2","0","2","100.00","51","51"
"2016-09-25","[100001]CNO2","[3]SL","-","[2192]SL78018","0","0","0","99.78","460","459"
"2016-09-25","[100001]CNO2","[3]SL","-","[2192]SL78018","1","0","1","87.90","281","247"
"2016-09-25","[100001]CNO2","[3]SL","-","[2192]SL78018","2","0","2","98.89","90","89"
"2016-09-25","[100001]CNO2","[3]SL","-","[2227]SL78049","0","0","0","99.45","365","363"
"2016-09-25","[100001]CNO2","[3]SL","-","[2227]SL78049","1","0","1","99.01","202","200"
"2016-09-25","[100001]CNO2","[3]SL","-","[2227]SL78049","2","0","2","96.97","132","128"
"2016-09-25","[100001]CNO2","[3]SL","-","[2228]SL78026","0","0","0","97.29","295","287"
"2016-09-25","[100001]CNO2","[3]SL","-","[2228]SL78026","1","0","1","98.66","298","294"
"2016-09-25","[100001]CNO2","[3]SL","-","[2228]SL78026","2","0","2","98.66","149","147"
"2016-09-25","[100001]CNO2","[3]SL","-","[2229]SL78019","0","0","0","91.91","482","443"
"2016-09-25","[100001]CNO2","[3]SL","-","[2229]SL78019","1","0","1","94.54","1008","953"
"2016-09-25","[100001]CNO2","[3]SL","-","[2229]SL78019","2","0","2","97.54","244","238"
"2016-09-25","[100001]CNO2","[3]SL","-","[2230]SL78013","0","0","0","94.83","522","495"
"2016-09-25","[100001]CNO2","[3]SL","-","[2230]SL78013","1","0","1","88.05","979","862"
"2016-09-25","[100001]CNO2","[3]SL","-","[2230]SL78013","2","0","2","95.72","491","470"
"2016-09-25","[100001]CNO2","[3]SL","-","[2231]SL78006","0","0","0","98.73","629","621"
"2016-09-25","[100001]CNO2","[3]SL","-","[2231]SL78006","1","0","1","100.00","46","46"
"2016-09-25","[100001]CNO2","[3]SL","-","[2231]SL78006","2","0","2","93.50","354","331"
"2016-09-25","[100001]CNO2","[3]SL","-","[2309]SL78021","0","0","0","98.46","65","64"
"2016-09-25","[100001]CNO2","[3]SL","-","[2309]SL78021","1","0","1","99.50","597","594"
"2016-09-25","[100001]CNO2","[3]SL","-","[2309]SL78021","2","0","2","95.16","496","472"
"2016-09-25","[100001]CNO2","[3]SL","-","[2310]SL78012","0","0","0","97.84","231","226"
"2016-09-25","[100001]CNO2","[3]SL","-","[2310]SL78012","1","0","1","96.76","185","179"
"2016-09-25","[100001]CNO2","[3]SL","-","[2310]SL78012","2","0","2","94.52","73","69"
"2016-09-25","[100001]CNO2","[3]SL","-","[2311]SL78040","0","0","0","99.48","576","573"
"2016-09-25","[100001]CNO2","[3]SL","-","[2311]SL78040","1","0","1","98.38","247","243"
"2016-09-25","[100001]CNO2","[3]SL","-","[2311]SL78040","2","0","2","99.46","737","733"
"2016-09-25","[100001]CNO2","[3]SL","-","[2987]SL78034","0","0","0","100.00","45","45"
"2016-09-25","[100001]CNO2","[3]SL","-","[2987]SL78034","1","0","1","99.79","477","476"
"2016-09-25","[100001]CNO2","[3]SL","-","[2987]SL78034","2","0","2","96.94","981","951"
"2016-09-25","[100001]CNO2","[3]SL","-","[2988]SL78038","0","0","0","96.52","287","277"
"2016-09-25","[100001]CNO2","[3]SL","-","[2988]SL78038","2","0","2","99.43","529","526"
"2016-09-25","[100001]CNO2","[3]SL","-","[2989]SL78036","0","0","0","97.24","145","141"
"2016-09-25","[100001]CNO2","[3]SL","-","[2989]SL78036","1","0","1","99.13","461","457"
"2016-09-25","[100001]CNO2","[3]SL","-","[2989]SL78036","2","0","2","90.32","31","28"
"2016-09-25","[100001]CNO2","[3]SL","-","[2990]SL78010","0","0","0","97.71","262","256"
"2016-09-25","[100001]CNO2","[3]SL","-","[2990]SL78010","1","0","1","100.00","0","0"
"2016-09-25","[100001]CNO2","[3]SL","-","[2990]SL78010","2","0","2","98.94","94","93"
"2016-09-25","[100001]CNO2","[3]SL","-","[2991]SL78024","0","0","0","100.00","14","14"
"2016-09-25","[100001]CNO2","[3]SL","-","[2991]SL78024","1","0","1","97.99","348","341"
"2016-09-25","[100001]CNO2","[3]SL","-","[2991]SL78024","2","0","2","88.48","677","599"
"2016-09-25","[100001]CNO2","[3]SL","-","[2992]SL78014","0","0","0","98.02","1110","1088"
"2016-09-25","[100001]CNO2","[3]SL","-","[2992]SL78014","1","0","1","99.19","246","244"
"2016-09-25","[100001]CNO2","[3]SL","-","[2992]SL78014","2","0","2","99.56","688","685"
"2016-09-25","[100001]CNO2","[3]SL","-","[2993]SL78027","0","0","0","97.96","637","624"
"2016-09-25","[100001]CNO2","[3]SL","-","[2993]SL78027","1","0","1","90.91","275","250"
"2016-09-25","[100001]CNO2","[3]SL","-","[2993]SL78027","2","0","2","100.00","157","157"
"2016-09-25","[100001]CNO2","[3]SL","-","[2994]SL78035","0","0","0","98.96","192","190"
"2016-09-25","[100001]CNO2","[3]SL","-","[2994]SL78035","1","0","1","96.15","52","50"
"2016-09-25","[100001]CNO2","[3]SL","-","[2994]SL78035","2","0","2","98.06","720","706"
"2016-09-25","[100001]CNO2","[3]SL","-","[2995]SL78023","0","0","0","96.67","300","290"
"2016-09-25","[100001]CNO2","[3]SL","-","[2995]SL78023","1","0","1","99.67","615","613"
"2016-09-25","[100001]CNO2","[3]SL","-","[2995]SL78023","2","0","2","98.66","820","809"
"2016-09-25","[100001]CNO2","[3]SL","-","[2996]SL78020","0","0","0","98.80","334","330"
"2016-09-25","[100001]CNO2","[3]SL","-","[2996]SL78020","1","0","1","93.65","299","280"
"2016-09-25","[100001]CNO2","[3]SL","-","[2996]SL78020","2","0","2","99.38","324","322"
"2016-09-25","[100001]CNO2","[3]SL","-","[2997]SL78017","0","0","0","98.51","470","463"
"2016-09-25","[100001]CNO2","[3]SL","-","[2997]SL78017","1","0","1","97.55","245","239"
"2016-09-25","[100001]CNO2","[3]SL","-","[2997]SL78017","2","0","2","98.51","938","924"
"2016-09-25","[100001]CNO2","[3]SL","-","[2998]SL78015","0","0","0","98.18","605","594"
"2016-09-25","[100001]CNO2","[3]SL","-","[2998]SL78015","1","0","1","96.27","375","361"
"2016-09-25","[100001]CNO2","[3]SL","-","[2998]SL78015","2","0","2","95.98","249","239"
"2016-09-25","[100001]CNO2","[3]SL","-","[2999]SL78007","0","0","0","97.32","298","290"
"2016-09-25","[100001]CNO2","[3]SL","-","[2999]SL78007","1","0","1","100.00","184","184"
"2016-09-25","[100001]CNO2","[3]SL","-","[2999]SL78007","2","0","2","90.34","145","131"
"2016-09-25","[100001]CNO2","[3]SL","-","[3000]SL78032","0","0","0","100.00","0","0"
"2016-09-25","[100001]CNO2","[3]SL","-","[3000]SL78032","1","0","1","98.80","251","248"
"2016-09-25","[100001]CNO2","[3]SL","-","[3000]SL78032","2","0","2","100.00","22","22"
"2016-09-25","[100001]CNO2","[3]SL","-","[3730]SL78025","0","0","0","98.52","405","399"
"2016-09-25","[100001]CNO2","[3]SL","-","[3730]SL78025","1","0","1","96.25","480","462"
"2016-09-25","[100001]CNO2","[3]SL","-","[3730]SL78025","2","0","2","94.29","333","314"
"2016-09-25","[100001]CNO2","[3]SL","-","[3771]SL78050","0","0","0","98.98","392","388"
"2016-09-25","[100001]CNO2","[3]SL","-","[3771]SL78050","1","0","1","90.84","1037","942"
"2016-09-25","[100001]CNO2","[3]SL","-","[3771]SL78050","2","0","2","97.73","396","387"
"2016-09-25","[100001]CNO2","[4]RS","-","[3001]RS33001","0","0","0","97.60","333","325"
"2016-09-25","[100001]CNO2","[4]RS","-","[3001]RS33001","1","0","1","98.73","1022","1009"
"2016-09-25","[100001]CNO2","[4]RS","-","[3001]RS33001","2","0","2","98.32","1788","1758"
"2016-09-25","[100001]CNO2","[4]RS","-","[3002]RS33002","0","0","0","98.97","870","861"
"2016-09-25","[100001]CNO2","[4]RS","-","[3002]RS33002","1","0","1","99.06","2029","2010"
"2016-09-25","[100001]CNO2","[4]RS","-","[3002]RS33002","2","0","2","99.85","2592","2588"
"2016-09-25","[100001]CNO2","[4]RS","-","[3003]RS33003","0","0","0","96.29","835","804"
"2016-09-25","[100001]CNO2","[4]RS","-","[3003]RS33003","1","0","1","97.45","1058","1031"
"2016-09-25","[100001]CNO2","[4]RS","-","[3003]RS33003","2","0","2","96.63","386","373"
"2016-09-25","[100001]CNO2","[4]RS","-","[3004]RS33004","0","0","0","98.72","860","849"
"2016-09-25","[100001]CNO2","[4]RS","-","[3004]RS33004","1","0","1","77.87","705","549"
"2016-09-25","[100001]CNO2","[4]RS","-","[3004]RS33004","2","0","2","96.31","1844","1776"
"2016-09-25","[100001]CNO2","[4]RS","-","[3005]RS33005","0","0","0","99.81","527","526"
"2016-09-25","[100001]CNO2","[4]RS","-","[3005]RS33005","1","0","1","98.93","2330","2305"
"2016-09-25","[100001]CNO2","[4]RS","-","[3005]RS33005","2","0","2","99.71","341","340"
"2016-09-25","[100001]CNO2","[4]RS","-","[3006]RS33006","0","0","0","99.31","289","287"
"2016-09-25","[100001]CNO2","[4]RS","-","[3006]RS33006","1","0","1","98.37","2754","2709"
"2016-09-25","[100001]CNO2","[4]RS","-","[3006]RS33006","2","0","2","98.41","3266","3214"
"2016-09-25","[100001]CNO2","[4]RS","-","[3007]RS33007","0","0","0","98.98","589","583"
"2016-09-25","[100001]CNO2","[4]RS","-","[3007]RS33007","1","0","1","92.63","339","314"
"2016-09-25","[100001]CNO2","[4]RS","-","[3007]RS33007","2","0","2","98.05","924","906"
"2016-09-25","[100001]CNO2","[4]RS","-","[3008]RS33008","0","0","0","100.00","925","925"
"2016-09-25","[100001]CNO2","[4]RS","-","[3008]RS33008","1","0","1","100.00","2953","2953"
"2016-09-25","[100001]CNO2","[4]RS","-","[3008]RS33008","2","0","2","100.00","822","822"
"2016-09-25","[100001]CNO2","[4]RS","-","[3009]RS33009","0","0","0","97.89","995","974"
"2016-09-25","[100001]CNO2","[4]RS","-","[3009]RS33009","1","0","1","97.80","1270","1242"
"2016-09-25","[100001]CNO2","[4]RS","-","[3009]RS33009","2","0","2","93.03","889","827"
"2016-09-25","[100001]CNO2","[4]RS","-","[3010]RS33033","0","0","0","100.00","0","0"
"2016-09-25","[100001]CNO2","[4]RS","-","[3010]RS33033","1","0","1","98.29","1052","1034"
"2016-09-25","[100001]CNO2","[4]RS","-","[3010]RS33033","2","0","2","98.96","1348","1334"
"2016-09-25","[100001]CNO2","[4]RS","-","[3011]RS33011","0","0","0","99.84","626","625"
"2016-09-25","[100001]CNO2","[4]RS","-","[3011]RS33011","1","0","1","99.84","627","626"
"2016-09-25","[100001]CNO2","[4]RS","-","[3011]RS33011","2","0","2","99.94","1540","1539"
"2016-09-25","[100001]CNO2","[4]RS","-","[3012]RS33012","0","0","0","99.76","819","817"
"2016-09-25","[100001]CNO2","[4]RS","-","[3012]RS33012","1","0","1","100.00","986","986"
"2016-09-25","[100001]CNO2","[4]RS","-","[3012]RS33012","2","0","2","99.35","307","305"
"2016-09-25","[100001]CNO2","[4]RS","-","[3013]RS33013","0","0","0","100.00","216","216"
"2016-09-25","[100001]CNO2","[4]RS","-","[3013]RS33013","1","0","1","100.00","168","168"
"2016-09-25","[100001]CNO2","[4]RS","-","[3013]RS33013","2","0","2","100.00","268","268"
"2016-09-25","[100001]CNO2","[4]RS","-","[3014]RS33014","0","0","0","96.33","490","472"
"2016-09-25","[100001]CNO2","[4]RS","-","[3014]RS33014","1","0","1","97.13","383","372"
"2016-09-25","[100001]CNO2","[4]RS","-","[3014]RS33014","2","0","2","96.87","639","619"
"2016-09-25","[100001]CNO2","[4]RS","-","[3015]RS33028","0","0","0","97.24","834","811"
"2016-09-25","[100001]CNO2","[4]RS","-","[3015]RS33028","1","0","1","95.21","146","139"
"2016-09-25","[100001]CNO2","[4]RS","-","[3015]RS33028","2","0","2","99.28","693","688"
"2016-09-25","[100001]CNO2","[4]RS","-","[3016]RS33019","0","0","0","98.89","180","178"
"2016-09-25","[100001]CNO2","[4]RS","-","[3016]RS33019","1","0","1","94.80","1944","1843"
"2016-09-25","[100001]CNO2","[4]RS","-","[3016]RS33019","2","0","2","100.00","0","0"
"2016-09-25","[100001]CNO2","[4]RS","-","[3021]RS33021","0","0","0","99.72","352","351"
"2016-09-25","[100001]CNO2","[4]RS","-","[3021]RS33021","1","0","1","62.70","976","612"
"2016-09-25","[100001]CNO2","[4]RS","-","[3021]RS33021","2","0","2","98.84","2067","2043"
"2016-09-25","[100001]CNO2","[4]RS","-","[3023]RS33023","0","0","0","100.00","0","0"
"2016-09-25","[100001]CNO2","[4]RS","-","[3023]RS33023","1","0","1","93.75","304","285"
"2016-09-25","[100001]CNO2","[4]RS","-","[3023]RS33023","2","0","2","92.82","571","530"
"2016-09-25","[100001]CNO2","[4]RS","-","[3026]RS33026","0","0","0","99.29","140","139"
"2016-09-25","[100001]CNO2","[4]RS","-","[3026]RS33026","1","0","1","97.72","438","428"
"2016-09-25","[100001]CNO2","[4]RS","-","[3026]RS33026","2","0","2","96.18","471","453"
"2016-09-25","[100001]CNO2","[5]KL","-","[3301]KL58001","0","0","0","90.24","82","74"
"2016-09-25","[100001]CNO2","[5]KL","-","[3301]KL58001","1","0","1","99.44","180","179"
"2016-09-25","[100001]CNO2","[5]KL","-","[3301]KL58001","2","0","2","97.52","161","157"
"2016-09-25","[100001]CNO2","[5]KL","-","[3302]KL58002","0","0","0","100.00","158","158"
"2016-09-25","[100001]CNO2","[5]KL","-","[3302]KL58002","1","0","1","100.00","568","568"
"2016-09-25","[100001]CNO2","[5]KL","-","[3302]KL58002","2","0","2","100.00","608","608"
"2016-09-25","[100001]CNO2","[5]KL","-","[3303]KL58003","0","0","0","100.00","413","413"
"2016-09-25","[100001]CNO2","[5]KL","-","[3303]KL58003","1","0","1","100.00","1583","1583"
"2016-09-25","[100001]CNO2","[5]KL","-","[3303]KL58003","2","0","2","100.00","786","786"
"2016-09-25","[100001]CNO2","[5]KL","-","[3304]KL58004","0","0","0","94.25","87","82"
"2016-09-25","[100001]CNO2","[5]KL","-","[3304]KL58004","1","0","1","100.00","865","865"
"2016-09-25","[100001]CNO2","[5]KL","-","[3304]KL58004","2","0","2","99.48","962","957"
